"...1","Maximum value","Latitude","Longitude","M","Z","Singular_mean","Overall_mean","Singular_max","Overall_max","Area"
1952,120.699996948242,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1953,177.300003051758,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1954,78,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1955,94.6999969482422,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1956,89,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1957,110.800003051758,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1958,105,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1959,82.3000030517578,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1960,52,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1961,82.4000015258789,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1962,78.6999969482422,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1963,93.5,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1964,132.199996948242,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
1965,90.5,-29.85,31,113,91,101.283185705674,67.3005524524668,271.799987792969,271.799987792969,"South Africa"
